v8-version,9,7,106,5,0
v8-platform,linux,linux
shared-library,/home/raf/.deno/bin/deno,0x556367011000,0x55636a902000,0
shared-library,/usr/lib/libc-2.33.so,0x7f056c8e3000,0x7f056ca54000,0
shared-library,/usr/lib/libm-2.33.so,0x7f056caaf000,0x7f056cb58000,0
shared-library,/usr/lib/libpthread-2.33.so,0x7f056cbf3000,0x7f056cc09000,0
shared-library,/usr/lib/librt-2.33.so,0x7f056cc14000,0x7f056cc1b000,0
shared-library,/usr/lib/libgcc_s.so.1,0x7f056cc1f000,0x7f056cc34000,0
shared-library,/usr/lib/libdl-2.33.so,0x7f056cc3a000,0x7f056cc3e000,0
shared-library,/usr/lib/ld-2.33.so,0x7f056cc66000,0x7f056cc8b000,0
shared-library,[vdso],0x7fff397ee000,0x7fff397f0000,0
shared-library-end
profiler,begin,1000
tick,0x7f056c96c692,777,0,0x0,6
new,CodeRange,0xb7b00000000,0
tick,0x55636930fa90,1917,0,0x0,6
new,MemoryChunk,0xb7b08000000,262144
tick,0x556369003800,2799,0,0x0,6
tick,0x556368feefa0,3993,0,0x0,6
new,MemoryChunk,0xb7b08040000,262144
new,MemoryChunk,0xb7b08080000,262144
heap-capacity,507344
heap-available,1518652320
tick,0x7f056c9d289c,5142,0,0x0,6
new,MemoryChunk,0xb7b080c0000,262144
tick,0x556369190f3a,6099,0,0x0,6
tick,0x556368c753b6,7185,0,0x0,6
new,MemoryChunk,0xb7b08100000,262144
new,MemoryChunk,0xb7b08140000,262144
new,MemoryChunk,0xb7b08180000,180224
tick,0x556369191551,8278,0,0x0,6
new,MemoryChunk,0xb7b081c0000,262144
new,MemoryChunk,0xb7b08200000,262144
new,MemoryChunk,0xb7b08240000,159744
tick,0x7f056ca46576,9341,0,0x0,6
new,MemoryChunk,0xb7b08280000,262144
new,MemoryChunk,0xb7b00000000,262144
tick,0x556369190ebe,10371,0,0x0,6
code-creation,BytecodeHandler,0,35811,0x556369982b00,100,DebugBreak3.ExtraWide
code-creation,BytecodeHandler,0,35826,0x556369982b80,100,DebugBreak4.ExtraWide
code-creation,BytecodeHandler,0,35841,0x556369982c00,100,DebugBreak5.ExtraWide
code-creation,BytecodeHandler,0,35858,0x556369982c80,100,DebugBreak6.ExtraWide
code-creation,BytecodeHandler,0,35873,0x556369982d00,32,Ldar.ExtraWide
code-creation,BytecodeHandler,0,35887,0x556369982d40,24,LdaSmi.ExtraWide
code-creation,BytecodeHandler,0,35902,0x556369982d80,36,LdaConstant.ExtraWide
code-creation,BytecodeHandler,0,35917,0x556369982dc0,96,LdaContextSlot.ExtraWide
code-creation,BytecodeHandler,0,35932,0x556369982e40,96,LdaImmutableContextSlot.ExtraWide
code-creation,BytecodeHandler,0,35948,0x556369982ec0,52,LdaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,0,35965,0x556369982f00,52,LdaImmutableCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,0,35981,0x556369982f40,28,Star.ExtraWide
code-creation,BytecodeHandler,0,35995,0x556369982f80,40,Mov.ExtraWide
code-creation,BytecodeHandler,0,36008,0x556369982fc0,36,PushContext.ExtraWide
code-creation,BytecodeHandler,0,36023,0x556369983000,32,PopContext.ExtraWide
code-creation,BytecodeHandler,0,36038,0x556369983040,52,TestReferenceEqual.ExtraWide
code-creation,BytecodeHandler,0,36054,0x556369983080,4952,LdaGlobal.ExtraWide
code-creation,BytecodeHandler,0,36066,0x556369984400,4884,LdaGlobalInsideTypeof.ExtraWide
code-creation,BytecodeHandler,0,36079,0x556369985740,168,StaGlobal.ExtraWide
code-creation,BytecodeHandler,0,36095,0x556369985800,160,StaContextSlot.ExtraWide
code-creation,BytecodeHandler,0,36109,0x5563699858c0,116,StaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,0,36124,0x556369985940,128,LdaLookupSlot.ExtraWide
code-creation,BytecodeHandler,0,36137,0x556369985a00,260,LdaLookupContextSlot.ExtraWide
code-creation,BytecodeHandler,0,36149,0x556369985b40,5100,LdaLookupGlobalSlot.ExtraWide
code-creation,BytecodeHandler,0,36163,0x556369986f40,128,LdaLookupSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,0,36174,0x556369987000,260,LdaLookupContextSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,0,36194,0x556369987140,5064,LdaLookupGlobalSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,0,36208,0x556369988540,212,StaLookupSlot.ExtraWide
code-creation,BytecodeHandler,0,36223,0x556369988640,5500,LdaNamedProperty.ExtraWide
code-creation,BytecodeHandler,0,36237,0x556369989bc0,192,LdaNamedPropertyFromSuper.ExtraWide
code-creation,BytecodeHandler,0,36254,0x556369989cc0,164,LdaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,0,36268,0x556369989d80,188,LdaModuleVariable.ExtraWide
code-creation,BytecodeHandler,0,36282,0x556369989e40,304,StaModuleVariable.ExtraWide
code-creation,BytecodeHandler,0,36295,0x556369989f80,184,StaNamedProperty.ExtraWide
code-creation,BytecodeHandler,0,36311,0x55636998a040,184,StaNamedOwnProperty.ExtraWide
code-creation,BytecodeHandler,0,36325,0x55636998a100,172,StaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,0,36340,0x55636998a1c0,172,StaKeyedPropertyAsDefine.ExtraWide
code-creation,BytecodeHandler,0,36356,0x55636998a280,172,StaInArrayLiteral.ExtraWide
code-creation,BytecodeHandler,0,36372,0x55636998a340,196,StaDataPropertyInLiteral.ExtraWide
code-creation,BytecodeHandler,0,36388,0x55636998a440,168,CollectTypeProfile.ExtraWide
code-creation,BytecodeHandler,0,36404,0x55636998a500,948,Add.ExtraWide
code-creation,BytecodeHandler,0,36419,0x55636998a8c0,1004,Sub.ExtraWide
code-creation,BytecodeHandler,0,36433,0x55636998acc0,1104,Mul.ExtraWide
code-creation,BytecodeHandler,0,36447,0x55636998b140,952,Div.ExtraWide
code-creation,BytecodeHandler,0,36464,0x55636998b500,1016,Mod.ExtraWide
code-creation,BytecodeHandler,0,36478,0x55636998b900,964,Exp.ExtraWide
code-creation,BytecodeHandler,0,36493,0x55636998bd00,992,BitwiseOr.ExtraWide
code-creation,BytecodeHandler,0,36522,0x55636998c100,988,BitwiseXor.ExtraWide
code-creation,BytecodeHandler,0,36536,0x55636998c500,988,BitwiseAnd.ExtraWide
code-creation,BytecodeHandler,0,36555,0x55636998c900,988,ShiftLeft.ExtraWide
code-creation,BytecodeHandler,0,36570,0x55636998cd00,988,ShiftRight.ExtraWide
code-creation,BytecodeHandler,0,36584,0x55636998d100,992,ShiftRightLogical.ExtraWide
code-creation,BytecodeHandler,0,36599,0x55636998d500,884,AddSmi.ExtraWide
code-creation,BytecodeHandler,0,36613,0x55636998d880,944,SubSmi.ExtraWide
code-creation,BytecodeHandler,0,36627,0x55636998dc40,1048,MulSmi.ExtraWide
code-creation,BytecodeHandler,0,36641,0x55636998e080,936,DivSmi.ExtraWide
code-creation,BytecodeHandler,0,36655,0x55636998e440,932,ModSmi.ExtraWide
code-creation,BytecodeHandler,0,36669,0x55636998e800,848,ExpSmi.ExtraWide
code-creation,BytecodeHandler,0,36683,0x55636998eb80,604,BitwiseOrSmi.ExtraWide
code-creation,BytecodeHandler,0,36698,0x55636998ee00,604,BitwiseXorSmi.ExtraWide
code-creation,BytecodeHandler,0,36713,0x55636998f080,604,BitwiseAndSmi.ExtraWide
code-creation,BytecodeHandler,0,36728,0x55636998f300,604,ShiftLeftSmi.ExtraWide
code-creation,BytecodeHandler,0,36742,0x55636998f580,604,ShiftRightSmi.ExtraWide
code-creation,BytecodeHandler,0,36757,0x55636998f800,608,ShiftRightLogicalSmi.ExtraWide
code-creation,BytecodeHandler,0,36772,0x55636998fa80,596,Inc.ExtraWide
code-creation,BytecodeHandler,0,36786,0x55636998fd00,600,Dec.ExtraWide
code-creation,BytecodeHandler,0,36800,0x55636998ff80,616,Negate.ExtraWide
code-creation,BytecodeHandler,0,36813,0x556369990200,600,BitwiseNot.ExtraWide
code-creation,BytecodeHandler,0,36827,0x556369990480,112,DeletePropertyStrict.ExtraWide
code-creation,BytecodeHandler,0,36842,0x556369990500,112,DeletePropertySloppy.ExtraWide
code-creation,BytecodeHandler,0,36857,0x556369990580,40,GetSuperConstructor.ExtraWide
code-creation,BytecodeHandler,0,36874,0x5563699905c0,1156,CallAnyReceiver.ExtraWide
code-creation,BytecodeHandler,0,36889,0x556369990a80,1156,CallProperty.ExtraWide
code-creation,BytecodeHandler,0,36903,0x556369990f40,1088,CallProperty0.ExtraWide
code-creation,BytecodeHandler,0,36920,0x5563699913c0,1100,CallProperty1.ExtraWide
code-creation,BytecodeHandler,0,36935,0x556369991840,1112,CallProperty2.ExtraWide
code-creation,BytecodeHandler,0,36949,0x556369991cc0,1092,CallUndefinedReceiver.ExtraWide
code-creation,BytecodeHandler,0,36965,0x556369992140,1120,CallUndefinedReceiver0.ExtraWide
code-creation,BytecodeHandler,0,36980,0x5563699925c0,1072,CallUndefinedReceiver1.ExtraWide
code-creation,BytecodeHandler,0,36995,0x556369992a00,1088,CallUndefinedReceiver2.ExtraWide
code-creation,BytecodeHandler,0,37011,0x556369992e80,1156,CallWithSpread.ExtraWide
code-creation,BytecodeHandler,0,37026,0x556369993340,128,CallRuntime.ExtraWide
code-creation,BytecodeHandler,0,37040,0x556369993400,172,CallRuntimeForPair.ExtraWide
code-creation,BytecodeHandler,0,37055,0x5563699934c0,92,CallJSRuntime.ExtraWide
code-creation,BytecodeHandler,0,37070,0x556369993540,1232,InvokeIntrinsic.ExtraWide
code-creation,BytecodeHandler,0,37087,0x556369993a40,1012,Construct.ExtraWide
code-creation,BytecodeHandler,0,37102,0x556369993e40,488,ConstructWithSpread.ExtraWide
code-creation,BytecodeHandler,0,37117,0x556369994040,1864,TestEqual.ExtraWide
code-creation,BytecodeHandler,0,37131,0x5563699947c0,1036,TestEqualStrict.ExtraWide
code-creation,BytecodeHandler,0,37146,0x556369994c00,1348,TestLessThan.ExtraWide
code-creation,BytecodeHandler,0,37165,0x556369995180,1348,TestGreaterThan.ExtraWide
code-creation,BytecodeHandler,0,37180,0x556369995700,1348,TestLessThanOrEqual.ExtraWide
code-creation,BytecodeHandler,0,37195,0x556369995c80,1348,TestGreaterThanOrEqual.ExtraWide
code-creation,BytecodeHandler,0,37211,0x556369996200,868,TestInstanceOf.ExtraWide
code-creation,BytecodeHandler,0,37226,0x556369996580,164,TestIn.ExtraWide
code-creation,BytecodeHandler,0,37240,0x556369996640,112,ToName.ExtraWide
code-creation,BytecodeHandler,0,37254,0x5563699966c0,208,ToNumber.ExtraWide
code-creation,BytecodeHandler,0,37269,0x5563699967c0,228,ToNumeric.ExtraWide
code-creation,BytecodeHandler,0,37283,0x5563699968c0,112,ToObject.ExtraWide
code-creation,BytecodeHandler,0,37302,0x556369996940,424,CreateRegExpLiteral.ExtraWide
code-creation,BytecodeHandler,0,37318,0x556369996b00,1368,CreateArrayLiteral.ExtraWide
code-creation,BytecodeHandler,0,37333,0x556369997080,804,CreateEmptyArrayLiteral.ExtraWide
code-creation,BytecodeHandler,0,37348,0x5563699973c0,2156,CreateObjectLiteral.ExtraWide
code-creation,BytecodeHandler,0,37363,0x556369997c40,176,CloneObject.ExtraWide
code-creation,BytecodeHandler,0,37378,0x556369997d00,172,GetTemplateObject.ExtraWide
code-creation,BytecodeHandler,0,37390,0x556369997dc0,336,CreateClosure.ExtraWide
code-creation,BytecodeHandler,0,37405,0x556369997f40,128,CreateBlockContext.ExtraWide
code-creation,BytecodeHandler,0,37420,0x556369998000,140,CreateCatchContext.ExtraWide
code-creation,BytecodeHandler,0,37435,0x5563699980c0,264,CreateFunctionContext.ExtraWide
code-creation,BytecodeHandler,0,37451,0x556369998200,264,CreateEvalContext.ExtraWide
code-creation,BytecodeHandler,0,37465,0x556369998340,140,CreateWithContext.ExtraWide
code-creation,BytecodeHandler,0,37480,0x556369998400,428,JumpLoop.ExtraWide
code-creation,BytecodeHandler,0,37494,0x5563699985c0,44,Jump.ExtraWide
code-creation,BytecodeHandler,0,37508,0x556369998600,64,JumpConstant.ExtraWide
code-creation,BytecodeHandler,0,37523,0x556369998680,88,JumpIfNullConstant.ExtraWide
code-creation,BytecodeHandler,0,37538,0x556369998700,88,JumpIfNotNullConstant.ExtraWide
code-creation,BytecodeHandler,0,37554,0x556369998780,88,JumpIfUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,0,37569,0x556369998800,88,JumpIfNotUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,0,37585,0x556369998880,96,JumpIfUndefinedOrNullConstant.ExtraWide
code-creation,BytecodeHandler,0,37601,0x556369998900,88,JumpIfTrueConstant.ExtraWide
code-creation,BytecodeHandler,0,37616,0x556369998980,88,JumpIfFalseConstant.ExtraWide
code-creation,BytecodeHandler,0,37631,0x556369998a00,96,JumpIfJSReceiverConstant.ExtraWide
code-creation,BytecodeHandler,0,37645,0x556369998a80,164,JumpIfToBooleanTrueConstant.ExtraWide
code-creation,BytecodeHandler,0,37661,0x556369998b40,164,JumpIfToBooleanFalseConstant.ExtraWide
code-creation,BytecodeHandler,0,37677,0x556369998c00,148,JumpIfToBooleanTrue.ExtraWide
code-creation,BytecodeHandler,0,37694,0x556369998cc0,148,JumpIfToBooleanFalse.ExtraWide
code-creation,BytecodeHandler,0,37712,0x556369998d80,68,JumpIfTrue.ExtraWide
code-creation,BytecodeHandler,0,37726,0x556369998e00,68,JumpIfFalse.ExtraWide
code-creation,BytecodeHandler,0,37741,0x556369998e80,68,JumpIfNull.ExtraWide
code-creation,BytecodeHandler,0,37755,0x556369998f00,68,JumpIfNotNull.ExtraWide
code-creation,BytecodeHandler,0,37770,0x556369998f80,68,JumpIfUndefined.ExtraWide
code-creation,BytecodeHandler,0,37785,0x556369999000,68,JumpIfNotUndefined.ExtraWide
code-creation,BytecodeHandler,0,37800,0x556369999080,76,JumpIfUndefinedOrNull.ExtraWide
code-creation,BytecodeHandler,0,37815,0x556369999100,76,JumpIfJSReceiver.ExtraWide
code-creation,BytecodeHandler,0,37830,0x556369999180,112,SwitchOnSmiNoFeedback.ExtraWide
code-creation,BytecodeHandler,0,37845,0x556369999200,484,ForInEnumerate.ExtraWide
code-creation,BytecodeHandler,0,37861,0x556369999400,296,ForInPrepare.ExtraWide
code-creation,BytecodeHandler,0,37875,0x556369999540,60,ForInContinue.ExtraWide
code-creation,BytecodeHandler,0,37890,0x556369999580,256,ForInNext.ExtraWide
code-creation,BytecodeHandler,0,37904,0x5563699996c0,36,ForInStep.ExtraWide
code-creation,BytecodeHandler,0,37918,0x556369999700,148,ThrowReferenceErrorIfHole.ExtraWide
code-creation,BytecodeHandler,0,37934,0x5563699997c0,144,ThrowIfNotSuperConstructor.ExtraWide
code-creation,BytecodeHandler,0,37950,0x556369999880,128,SwitchOnGeneratorState.ExtraWide
code-creation,BytecodeHandler,0,37965,0x556369999940,560,SuspendGenerator.ExtraWide
code-creation,BytecodeHandler,0,37980,0x556369999b80,188,ResumeGenerator.ExtraWide
code-creation,BytecodeHandler,0,38009,0x556369999c40,160,GetIterator.ExtraWide
code-creation,BytecodeHandler,0,38024,0x556369999d00,120,IncBlockCounter.ExtraWide
code-creation,BytecodeHandler,0,38039,0x556369999d80,52,Abort.ExtraWide
tick,0x7f056c963f41,38067,0,0x0,6
tick,0x7f056c94ee65,38092,0,0x0,6
tick,0x7f056c9d293f,38105,0,0x0,6
tick,0x7f056ca4657e,38112,0,0x0,6
tick,0x7f056c9d293f,38118,0,0x0,6
tick,0x7f056c9679bd,38125,0,0x0,6
tick,0x7f056c9dc3cb,38228,0,0x0,6
new,MemoryChunk,0xb7b082c0000,262144
new,MemoryChunk,0xb7b08300000,262144
tick,0x556369557772,39283,0,0x0,5
tick,0x55636918fffc,40337,0,0x0,5
tick,0x556369190ee4,41377,0,0x0,5
new,MemoryChunk,0xb7b08340000,262144
tick,0x55636919112e,42472,0,0x0,5
tick,0x5563690141c0,43733,0,0x0,5
tick,0x55636949d580,44718,0,0x0,6
tick,0x55636a64ea20,45766,0,0x0,6
tick,0x556369070660,47041,0,0x0,3
tick,0x556369445183,47961,0,0x0,2
tick,0x556368e78090,48956,0,0x0,3
code-creation,Script,10,49285,0xb7b0835823e,15, :1:1,0xb7b083581c4,~
script-source,77,<unknown>,Deno.core.opresolve
code-source-info,0xb7b0835823e,77,0,19,C0O0C4O5C9O10C14O19,,
tick,0x5563698548c0,50251,0,0x0,0,0xb7b0835823e
tick,0x55636996ac80,51114,0,0x0,0,0xb7b08358247
code-creation,Script,10,51192,0xb7b08358372,15, :1:1,0xb7b083582f8,~
script-source,78,<unknown>,Deno.core.syncOpsCache
code-source-info,0xb7b08358372,78,0,22,C0O0C4O5C9O10C14O22,,
tick,0x55636990bec0,52388,0,0x0,0
tick,0x556368fe86e7,53149,0,0x0,0,0x55636910e0b0,0x55636990c34c,0xb7b080e5ac8
tick,0x556368e563bf,54215,0,0x0,3
code-creation,Script,10,54351,0xb7b0835905e,21, [deno:runtime/worker.rs:174:24]:1:1,0xb7b08358f5c,~
script-source,79,[deno:runtime/worker.rs:174:24],bootstrap.mainRuntime({\n  "args": []\x2C\n  "applySourceMaps": true\x2C\n  "cpuCount": 8\x2C\n  "debugFlag": false\x2C\n  "denoVersion": "1.16.3"\x2C\n  "location": null\x2C\n  "noColor": false\x2C\n  "tsVersion": "4.4.2"\x2C\n  "unstableFlag": false\x2C\n  "enableTestingFeaturesFlag": false\x2C\n  "pid": 31636\x2C\n  "ppid": 21752\x2C\n  "target": "x86_64-unknown-linux-gnu"\x2C\n  "v8Version": "9.7.106.5"\n})
code-source-info,0xb7b0835905e,79,0,360,C0O0C4O10C14O10C20O360,,
code-creation,LazyCompile,10,54810,0xb7b0835941e,817,bootstrapMainRuntime deno:runtime/js/99_main.js:529:32,0xb7b082998a4,~
